sales_date,order_id,customer_name,product_name,category,price,quantity,discount,total,shipping_fee,total_sales,status,shipping_address,city,customer_name_clean,status_clean,shipping_address_clean,city_clean,category_clean
2025-02-09,ORD01098,Customer_99,Wajan Deep Fry Pan 28 cm,Peralatan Masak,225000,1,0,225000,50000,275000,completed,Kelurahan 138, Depok,Customer_99,complete,Kelurahan 138,Depok,Alat Masak
2025-05-01,ORD03350,Customer_323,Wajan Deep Fry Pan 28 cm,  Peralatan Masak,225000,1,0,225000,50000,275000,completed,Kelurahan 108, Depok,Customer_323,complete,Kelurahan 108,Depok,Alat Masak
2025-06-14,ORD04541,Customer_64,Wajan Deep Fry Pan 28 cm,Peralatan Masak,225000,1,0,225000,50000,275000,cancel,Kelurahan 103, Depok,Customer_64,cancel,Kelurahan 103,Depok,Alat Masak
2025-06-21,ORD04749,Customer_3237,Wajan Deep Fry Pan 28 cm,cookware,225000,1,0,225000,50000,275000,completed,Kelurahan 191, Depok,Customer_3237,complete,Kelurahan 191,Depok,Alat Masak
2025-06-23,ORD04817,Customer_961,Piring Keramik Set 6 pcs,Peralatan Saji,225000,1,0,225000,50000,275000,refund,Kelurahan 70, Depok,Customer_961,refund,Kelurahan 70,Depok,Alat Saji
2025-09-01,ORD06798,   CUSTOMER_2188,Wajan Deep Fry Pan 28 cm,Peralatan Masak,225000,1,0,225000,50000,275000,completed ,Kelurahan 123, Depok,Customer_2188,complete,Kelurahan 123,Depok,Alat Masak
2025-09-27,ORD07508,Customer_1166,Wajan Deep Fry Pan 28 cm,cookware,225000,1,0,225000,50000,275000,Done,Kelurahan 36, Depok,Customer_1166,complete,Kelurahan 36,Depok,Alat Masak
2025-12-06,ORD09340,Customer_3830,Piring Keramik Set 6 pcs,Peralatan Saji,225000,1,0,225000,50000,275000,completed,Kelurahan 136, Depok,Customer_3830,complete,Kelurahan 136,Depok,Alat Saji
2025-01-05,ORD00117,Customer_6541,Apron Masak Premium,Aksesori Dapur,79000,3,0,237000,50000,287000,completed,Kelurahan 174, Depok,Customer_6541,complete,Kelurahan 174,Depok,Alat Simpan
2025-01-17,ORD00499,Customer_2852,Mortar dan Pestle Kayu,Peralatan Masak,79000,3,0,237000,50000,287000,completed,Kelurahan 54, Depok,Customer_2852,complete,Kelurahan 54,Depok,Alat Masak
2025-02-10,ORD01126,Customer_457,Mortar dan Pestle Kayu,Peralatan Masak,79000,3,0,237000,50000,287000,completed,Kelurahan 150, Depok,Customer_457,complete,Kelurahan 150,Depok,Alat Masak
2025-03-28,ORD02427,Customer_48,Mortar dan Pestle Kayu,Peralatan Masak,79000,3,0,237000,50000,287000,completed,Kelurahan 37, Depok,Customer_48,complete,Kelurahan 37,Depok,Alat Masak
2025-04-28,ORD03272,Customer_64,Apron Masak Premium,Aksesori Dapur,79000,3,0,237000,50000,287000,completed,Kelurahan 170, Depok,Customer_64,complete,Kelurahan 170,Depok,Alat Simpan
2025-05-28,ORD04096,Customer_6408,Mortar dan Pestle Kayu,Peralatan Masak,79000,3,0,237000,50000,287000,completed,Kelurahan 84, Depok,Customer_6408,complete,Kelurahan 84,Depok,Alat Masak
2025-07-24,ORD05691,Customer_1960,Apron Masak Premium,Aksesori Dapur,79000,3,0,237000,50000,287000,COMPLETED,Kelurahan 82, Depok,Customer_1960,complete,Kelurahan 82,Depok,Alat Simpan
2025-08-14,ORD06287,Customer_4579,Mortar dan Pestle Kayu,Peralatan Masak,79000,3,0,237000,50000,287000,completed,Kelurahan 117, Depok,Customer_4579,complete,Kelurahan 117,Depok,Alat Masak
2025-08-16,ORD06338,Customer_526,Mortar dan Pestle Kayu,Peralatan Masak,79000,3,0,237000,50000,287000,completed,Kelurahan 32, Depok,Customer_526,complete,Kelurahan 32,Depok,Alat Masak
2025-09-11,ORD07051,Customer_2470,Mortar dan Pestle Kayu,Peralatan Masak,79000,3,0,237000,50000,287000,cancel,Kelurahan 25, Depok,Customer_2470,cancel,Kelurahan 25,Depok,Alat Masak
2025-10-19,ORD08120,Customer_3468,Apron Masak Premium,Aksesori Dapur,79000,3,0,237000,50000,287000,completed,Kelurahan 102, Depok,Customer_3468,complete,Kelurahan 102,Depok,Alat Simpan
2025-11-07,ORD08583,Customer_3129,Apron Masak Premium,Aksesori Dapur,79000,3,0,237000,50000,287000,completed,Kelurahan 100, Depok,Customer_3129,complete,Kelurahan 100,Depok,Alat Simpan
2025-11-24,ORD09064,Customer_4248,Apron Masak Premium,Aksesori Dapur,79000,3,0,237000,50000,287000,completed,Kelurahan 116, Depok,Customer_4248,complete,Kelurahan 116,Depok,Alat Simpan
2025-01-04,ORD00095,Customer_5886,Rak Bumbu Putar,Penyimpanan,119000,2,0,238000,50000,288000,cancel,Kelurahan 186, Depok,Customer_5886,cancel,Kelurahan 186,Depok,Alat Simpan
2025-01-26,ORD00717,Customer_1511,Rak Bumbu Putar,Penyimpanan,119000,2,0,238000,50000,288000,refund,Kelurahan 174, Depok,Customer_1511,refund,Kelurahan 174,Depok,Alat Simpan
2025-06-28,ORD04948,Customer_824,Rak Bumbu Putar,Penyimpanan,119000,2,0,238000,50000,288000,completed,Kelurahan 33, Depok,Customer_824,complete,Kelurahan 33,Depok,Alat Simpan
2025-07-16,ORD05483,Customer_7,Rak Bumbu Putar,Penyimpanan,119000,2,0,238000,50000,288000,completed,Kelurahan 20, Depok,Customer_7,complete,Kelurahan 20,Depok,Alat Simpan
2025-08-12,ORD06256,Customer_455,Rak Bumbu Putar,Penyimpanan,119000,2,0,238000,50000,288000,completed,Kelurahan 36, Depok,Customer_455,complete,Kelurahan 36,Depok,Alat Simpan
2025-09-30,ORD07587,Customer_5560,Rak Bumbu Putar,Penyimpanan,119000,2,0,238000,50000,288000,cancel,Kelurahan 156, Depok,Customer_5560,cancel,Kelurahan 156,Depok,Alat Simpan
2025-06-23,ORD04782,Customer_314,Sendok Garpu Set 24 pcs,Peralatan Saji,249000,1,0,249000,50000,299000,completed,Kelurahan 128, Depok,Customer_314,complete,Kelurahan 128,Depok,Alat Saji
2025-06-23,ORD04784,Customer_1048,Sendok Garpu Set 24 pcs,Peralatan Saji,249000,1,0,249000,50000,299000,completed,Kelurahan 58, Depok,Customer_1048,complete,Kelurahan 58,Depok,Alat Saji
2025-11-29,ORD09182,Customer_313,Sendok Garpu Set 24 pcs,Peralatan Saji,249000,1,0,249000,50000,299000,completed,Kelurahan 104, Depok,Customer_313,complete,Kelurahan 104,Depok,Alat Saji
2025-01-06,ORD00161,Customer_3870,Timbangan Digital Dapur,Aksesori Dapur,125000,2,0,250000,50000,300000,completed,Kelurahan 58, Depok,Customer_3870,complete,Kelurahan 58,Depok,Alat Simpan
2025-02-15,ORD01301,customer_551   ,Timbangan Digital Dapur,Aksesori Dapur,125000,2,0,250000,50000,300000,completed,Kelurahan 13, Depok,Customer_551,complete,Kelurahan 13,Depok,Alat Simpan
2025-07-13,ORD05399,Customer_4504,Timbangan Digital Dapur,Aksesori Dapur,125000,2,0,250000,50000,300000,completed,Kelurahan 93, Depok,Customer_4504,complete,Kelurahan 93,Depok,Alat Simpan
2025-03-24,ORD02335,Customer_2821,Nampan Kayu,Peralatan Saji,85000,3,0,255000,50000,305000,completed,Kelurahan 121, Depok,Customer_2821,complete,Kelurahan 121,Depok,Alat Saji
2025-08-18,ORD06412,Customer_1111,Nampan Kayu,Peralatan Saji,85000,3,0,255000,50000,305000,cancel,Kelurahan 39, Depok,Customer_1111,cancel,Kelurahan 39,Depok,Alat Saji
2025-08-28,ORD06710,Customer_3605,Nampan Kayu,Peralatan Saji,85000,3,0,255000,50000,305000,completed,Kelurahan 43, Depok,Customer_3605,complete,Kelurahan 43,Depok,Alat Saji
2025-10-12,ORD07900,Customer_5939    ,Nampan Kayu,  Peralatan Saji,85000,3,0,255000,50000,305000,completed,   KELURAHAN 52, DEPOK   ,Customer_5939,complete,Kelurahan 52,Depok,Alat Saji
2025-10-30,ORD08391,Customer_3885,Nampan Kayu,Peralatan Saji,85000,3,0,255000,50000,305000,completed,Kelurahan 118, Depok,Customer_3885,complete,Kelurahan 118,Depok,Alat Saji
2025-11-13,ORD08755,Customer_3087,Nampan Kayu,Peralatan Saji,85000,3,0,255000,50000,305000,completed,Kelurahan 38, Depok,Customer_3087,complete,Kelurahan 38,Depok,Alat Saji
2025-11-22,ORD08999,Customer_2737,Nampan Kayu,Peralatan Saji,85000,3,0,255000,50000,305000,completed,Kelurahan 35, Depok,Customer_2737,complete,Kelurahan 35,Depok,Alat Saji
2025-12-16,ORD09600,Customer_3336,Nampan Kayu,Peralatan Saji,85000,3,0,255000,50000,305000,completed ,Kelurahan 64, Depok,Customer_3336,complete,Kelurahan 64,Depok,Alat Saji
2025-04-04,ORD02608,Customer_4890,Loyang Oven Persegi,Bakeware,95000,3,0,256500,50000,306500,completed,Kelurahan 165, Depok,Customer_4890,complete,Kelurahan 165,Depok,Alat Masak
2025-02-12,ORD01203,Customer_5327,Botol Minum Stainless 750 ml,Peralatan Minum,129000,2,0,258000,50000,308000,completed,Kelurahan 125, Depok,Customer_5327,complete,Kelurahan 125,Depok,Alat Saji
2025-03-07,ORD01849,Customer_1681,Botol Minum Stainless 750 ml,Peralatan Minum,129000,2,0,258000,50000,308000,completed ,Kelurahan 52, Depok,Customer_1681,complete,Kelurahan 52,Depok,Alat Saji
2025-03-27,ORD02401,Customer_4,Botol Minum Stainless 750 ml,Peralatan Minum,129000,2,0,258000,50000,308000,cancel,Kelurahan 128, Depok,Customer_4,cancel,Kelurahan 128,Depok,Alat Saji
2025-07-14,ORD05428,CUSTOMER_5007   ,Botol Minum Stainless 750 ml,Peralatan Minum,129000,2,0,258000,50000,308000,completed,Kelurahan 122, Depok,Customer_5007,complete,Kelurahan 122,Depok,Alat Saji
2025-09-13,ORD07082,Customer_2545,Botol Minum Stainless 750 ml,Peralatan Minum,129000,2,0,258000,50000,308000,completed,Kelurahan 51, Depok,Customer_2545,complete,Kelurahan 51,Depok,Alat Saji
2025-01-27,ORD00740,Customer_45,Chopper Elektrik,Elektronik Dapur,265000,1,0,265000,50000,315000,completed,Kelurahan 4, Depok,Customer_45,complete,Kelurahan 4,Depok,Alat Masak
2025-02-07,ORD01046,Customer_10,Chopper Elektrik,Elektronik Dapur,265000,1,0,265000,50000,315000,completed,Kelurahan 114, Depok,Customer_10,complete,Kelurahan 114,Depok,Alat Masak
2025-06-21,ORD04752,Customer_687,Chopper Elektrik,Elektronik Dapur,265000,1,0,265000,50000,315000,completed,Kelurahan 44, Depok,Customer_687,complete,Kelurahan 44,Depok,Alat Masak
2025-09-08,ORD06979,Customer_899,Chopper Elektrik,Elektronik Dapur,265000,1,0,265000,50000,315000,COMPLETED,Kelurahan 163, Depok,Customer_899,complete,Kelurahan 163,Depok,Alat Masak
2025-11-09,ORD08647,Customer_367,Chopper Elektrik,Elektronik Dapur,265000,1,0,265000,50000,315000,Done,Kelurahan 98, Depok,Customer_367,complete,Kelurahan 98,Depok,Alat Masak
2025-12-31,ORD09975,Customer_966,Chopper Elektrik,Elektronik Dapur,265000,1,0,265000,50000,315000,completed,Kelurahan 15, Depok,Customer_966,complete,Kelurahan 15,Depok,Alat Masak
2025-02-19,ORD01386,Customer_2135,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,50000,317000,completed,Kelurahan 22, Depok,Customer_2135,complete,Kelurahan 22,Depok,Alat Masak
2025-02-21,ORD01458,Customer_20,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,50000,317000,completed,Kelurahan 125, Depok,Customer_20,complete,Kelurahan 125,Depok,Alat Masak
2025-03-28,ORD02414,Customer_6045,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,50000,317000,completed,Kelurahan 68, Depok,Customer_6045,complete,Kelurahan 68,Depok,Alat Masak
2025-04-05,ORD02632,Customer_128,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,50000,317000,cancelled,Kelurahan 115, Depok,Customer_128,cancel,Kelurahan 115,Depok,Alat Masak
2025-06-17,ORD04617,Customer_3766,Penggiling Bumbu Manual,Peralatan Masak,89000,3,0,267000,50000,317000,completed,Kelurahan 115, Depok,Customer_3766,complete,Kelurahan 115,Depok,Alat Masak
2025-07-01,ORD05056,Customer_458,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,50000,317000,completed,Kelurahan 34, Depok,Customer_458,complete,Kelurahan 34,Depok,Alat Masak
2025-07-18,ORD05536,Customer_1609,Penggiling Bumbu Manual,Peralatan Masak,89000,3,0,267000,50000,317000,completed,Kelurahan 103, Depok,Customer_1609,complete,Kelurahan 103,Depok,Alat Masak
2025-07-29,ORD05840,Customer_142,Penggiling Bumbu Manual,Peralatan Masak,89000,3,0,267000,50000,317000,completed,Kelurahan 29, Depok,Customer_142,complete,Kelurahan 29,Depok,Alat Masak
2025-10-05,ORD07725,Customer_441,Penggiling Bumbu Manual,Peralatan Masak,89000,3,0,267000,50000,317000,completed,Kelurahan 177, Depok,Customer_441,complete,Kelurahan 177,Depok,Alat Masak
2025-11-19,ORD08890,Customer_6245,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,50000,317000,completed,Kelurahan 56, Depok,Customer_6245,complete,Kelurahan 56,Depok,Alat Masak
2025-11-25,ORD09077,Customer_495,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,50000,317000,completed,Kelurahan 34, Depok,Customer_495,complete,Kelurahan 34,Depok,Alat Masak
2025-12-20,ORD09694,Customer_112,Cetakan Kue Muffin,Bakeware,89000,3,0,267000,50000,317000,completed,Kelurahan 126, Depok,Customer_112,complete,Kelurahan 126,Depok,Alat Masak
2025-01-01,ORD00014,Customer_32,Keranjang Buah Besi,Penyimpanan,99000,3,0,267300,50000,317300,completed,Kelurahan 118, Depok,Customer_32,complete,Kelurahan 118,Depok,Alat Simpan
2025-10-10,ORD07864,Customer_5909,Keranjang Buah Besi,Penyimpanan,99000,3,0,267300,50000,317300,completed,Kelurahan 92, Depok,Customer_5909,complete,Kelurahan 92,Depok,Alat Simpan
2025-03-18,ORD02145,Customer_660,Rak Serbaguna Dapur,Penyimpanan,275000,1,0,275000,50000,325000,completed,Kelurahan 200, Depok,Customer_660,complete,Kelurahan 200,Depok,Alat Simpan
2025-06-25,ORD04857,Customer_5533,Rak Serbaguna Dapur,Penyimpanan,275000,1,0,275000,50000,325000,completed,Kelurahan 175, Depok,Customer_5533,complete,Kelurahan 175,Depok,Alat Simpan
2025-09-12,ORD07060,Customer_6385,Rak Serbaguna Dapur,Penyimpanan,275000,1,0,275000,50000,325000,completed,Kelurahan 148, Depok,Customer_6385,complete,Kelurahan 148,Depok,Alat Simpan
2025-09-14,ORD07117,Customer_2403,Rak Serbaguna Dapur,Penyimpanan,275000,1,0,275000,50000,325000,refund,Kelurahan 199, Depok,Customer_2403,refund,Kelurahan 199,Depok,Alat Simpan
2025-12-23,ORD09791,Customer_4607,Rak Serbaguna Dapur,Penyimpanan ,275000,1,0,275000,50000,325000,completed,Kelurahan 80, Depok,Customer_4607,complete,Kelurahan 80,Depok,Alat Simpan
2025-12-31,ORD09988,Customer_4178,Rak Serbaguna Dapur,Penyimpanan,275000,1,0,275000,50000,325000,completed,Kelurahan 97, Depok,Customer_4178,complete,Kelurahan 97,Depok,Alat Simpan
2025-01-24,ORD00664,Customer_5880,Toples Kaca Set 6 pcs,Penyimpanan,139000,2,0,278000,50000,328000,completed,Kelurahan 105, Depok,Customer_5880,complete,Kelurahan 105,Depok,Alat Simpan
2025-06-08,ORD04384,Customer_6440,Toples Kaca Set 6 pcs,Penyimpanan,139000,2,0,278000,50000,328000,completed,kelurahan 164, depok   ,Customer_6440,complete,Kelurahan 164,Depok,Alat Simpan
2025-07-05,ORD05173,Customer_87,Toples Kaca Set 6 pcs,Penyimpanan,139000,2,0,278000,50000,328000,completed,Kelurahan 111, Depok,Customer_87,complete,Kelurahan 111,Depok,Alat Simpan
2025-08-25,ORD06617,Customer_377,Toples Kaca Set 6 pcs,Penyimpanan,139000,2,0,278000,50000,328000,completed ,Kelurahan 104, Depok,Customer_377,complete,Kelurahan 104,Depok,Alat Simpan
2025-02-18,ORD01382,Customer_34,Loyang Oven Persegi,Bakeware,95000,3,0,285000,50000,335000,completed,Kelurahan 4, Depok,Customer_34,complete,Kelurahan 4,Depok,Alat Masak
2025-03-24,ORD02312,Customer_397,Loyang Oven Persegi,Bakeware,95000,3,0,285000,50000,335000,completed,Kelurahan 148, Depok,Customer_397,complete,Kelurahan 148,Depok,Alat Masak
2025-05-25,ORD04012,Customer_180,Loyang Oven Persegi,Bakeware,95000,3,0,285000,50000,335000,completed,Kelurahan 46, Depok,Customer_180,complete,Kelurahan 46,Depok,Alat Masak
2025-06-21,ORD04750,Customer_4061,Loyang Oven Persegi,Bakeware,95000,3,0,285000,50000,335000,completed,Kelurahan  151, Depok,Customer_4061,complete,Kelurahan 151,Depok,Alat Masak
2025-06-27,ORD04909,Customer_4940,Loyang Oven Persegi,Bakeware,95000,3,0,285000,50000,335000,completed,Kelurahan 22, Depok,Customer_4940,complete,Kelurahan 22,Depok,Alat Masak
2025-07-08,ORD05248,Customer_231,Loyang Oven Persegi,Bakeware,95000,3,0,285000,50000,335000,cancel,Kelurahan 159, Depok,Customer_231,cancel,Kelurahan 159,Depok,Alat Masak
2025-07-12,ORD05363,Customer_5239,Talenan Kayu Jati,Alat Potong,95000,3,0,285000,50000,335000,completed,Kelurahan 145, Depok,Customer_5239,complete,Kelurahan 145,Depok,Alat Masak
2025-09-25,ORD07432,Customer_2608   ,Talenan Kayu Jati,Alat Potong,95000,3,0,285000,50000,335000,completed,Kelurahan 63, Depok,Customer_2608,complete,Kelurahan 63,Depok,Alat Masak
2025-10-01,ORD07625,Customer_392,Loyang Oven Persegi,Bakeware,95000,3,0,285000,50000,335000,completed,Kelurahan 42, Depok,Customer_392,complete,Kelurahan 42,Depok,Alat Masak
2025-10-22,ORD08208,Customer_6425,Talenan Kayu Jati,Alat Potong,95000,3,0,285000,50000,335000,completed,Kelurahan 102, Depok,Customer_6425,complete,Kelurahan 102,Depok,Alat Masak
2025-12-19,ORD09665,Customer_80,Talenan Kayu Jati,Alat Potong,95000,3,0,285000,50000,335000,cancel,Kelurahan 106, Depok,Customer_80,cancel,Kelurahan 106,Depok,Alat Masak
2025-06-01,ORD04188,Customer_3083,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,50000,339000,completed,Kelurahan 200, Depok,Customer_3083,complete,Kelurahan 200,Depok,Alat Masak
2025-08-17,ORD06381,Customer_3343,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,50000,339000,completed,Kelurahan 44, Depok,Customer_3343,complete,Kelurahan 44,Depok,Alat Masak
2025-09-15,ORD07133,Customer_4957,Ketel Listrik 1.7 L,ELEKTRONIK DAPUR,289000,1,0,289000,50000,339000,refund,Kelurahan 153, Depok,Customer_4957,refund,Kelurahan 153,Depok,Alat Masak
2025-10-28,ORD08338,Customer_4141,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,50000,339000,completed,Kelurahan 2, Depok,Customer_4141,complete,Kelurahan 2,Depok,Alat Masak
2025-12-14,ORD09539,Customer_2012,Ketel Listrik 1.7 L,Elektronik Dapur,289000,1,0,289000,50000,339000,cancel,Kelurahan 116, Depok,Customer_2012,cancel,Kelurahan 116,Depok,Alat Masak
2025-01-13,ORD00371,Customer_539,Cobek Granit,Peralatan Masak,145000,2,0,290000,50000,340000,completed,Kelurahan 81, Depok,Customer_539,complete,Kelurahan 81,Depok,Alat Masak
2025-04-07,ORD02664,Customer_1392,Cobek Granit,Peralatan Masak,145000,2,0,290000,50000,340000,completed,kelurahan 24, depok   ,Customer_1392,complete,Kelurahan 24,Depok,Alat Masak
2025-04-30,ORD03333,Customer_62,Cobek Granit,Peralatan Masak,145000,2,0,290000,50000,340000,completed,Kelurahan 168, Depok,Customer_62,complete,Kelurahan 168,Depok,Alat Masak
2025-05-09,ORD03571,Customer_4864,Cobek Granit,Peralatan Masak,145000,2,0,290000,50000,340000,completed,Kelurahan 168, Depok,Customer_4864,complete,Kelurahan 168,Depok,Alat Masak
2025-08-21,ORD06489,Customer_520,Cobek Granit,Peralatan Masak,145000,2,0,290000,50000,340000,completed,Kelurahan 192, Depok,Customer_520,complete,Kelurahan 192,Depok,Alat Masak
2025-09-12,ORD07073,Customer_1581,Cobek Granit,Peralatan Masak,145000,2,0,290000,50000,340000,completed,Kelurahan 1, Depok,Customer_1581,complete,Kelurahan 1,Depok,Alat Masak
2025-12-23,ORD09765,Customer_1735,Cobek Granit,Peralatan Masak,145000,2,0,290000,50000,340000,completed,Kelurahan 123, Depok,Customer_1735,complete,Kelurahan 123,Depok,Alat Masak
2025-01-08,ORD00210,Customer_4,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,50000,347000,completed,Kelurahan 191, Depok,Customer_4,complete,Kelurahan 191,Depok,Alat Saji
2025-01-26,ORD00723,Customer_2436,Mug Keramik Set 4 pcs,PERALATAN MINUM,99000,3,0,297000,50000,347000,completed,Kelurahan 13, Depok,Customer_2436,complete,Kelurahan 13,Depok,Alat Saji
2025-02-13,ORD01228,Customer_1408,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,50000,347000,completed,Kelurahan 64, Depok,Customer_1408,complete,Kelurahan 64,Depok,Alat Simpan
2025-02-13,ORD01245,Customer_4310,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,50000,347000,completed,Kelurahan 119, Depok,Customer_4310,complete,Kelurahan 119,Depok,Alat Saji
2025-03-07,ORD01838,Customer_1003,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,50000,347000,completed,Kelurahan 105, Depok,Customer_1003,complete,Kelurahan 105,Depok,Alat Simpan
2025-03-17,ORD02109,Customer_131,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,50000,347000,completed,Kelurahan 33, Depok,Customer_131,complete,Kelurahan 33,Depok,Alat Saji
2025-04-01,ORD02509,Customer_5519,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,50000,347000,completed,Kelurahan 15, Depok,Customer_5519,complete,Kelurahan 15,Depok,Alat Saji
2025-04-01,ORD02510,Customer_5850,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,50000,347000,completed,Kelurahan 70, Depok,Customer_5850,complete,Kelurahan 70,Depok,Alat Simpan
2025-04-13,ORD02850,Customer_2345,Mug Keramik Set 4 pcs,peralatan minum,99000,3,0,297000,50000,347000,completed,Kelurahan 20, Depok,Customer_2345,complete,Kelurahan 20,Depok,Alat Saji
2025-04-22,ORD03120,Customer_423,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,50000,347000,completed,Kelurahan 114, Depok,Customer_423,complete,Kelurahan 114,Depok,Alat Simpan
2025-05-21,ORD03894,Customer_856,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,50000,347000,completed,Kelurahan 195, Depok,Customer_856,complete,Kelurahan 195,Depok,Alat Simpan
2025-06-19,ORD04671,Customer_5043,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,50000,347000,completed,Kelurahan 69, Depok,Customer_5043,complete,Kelurahan 69,Depok,Alat Simpan
2025-08-05,ORD06031,Customer_5096,Mug Keramik Set 4 pcs,PERALATAN MINUM,99000,3,0,297000,50000,347000,completed,Kelurahan 176, Depok,Customer_5096,complete,Kelurahan 176,Depok,Alat Saji
2025-09-14,ORD07111,Customer_509,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,50000,347000,completed,Kelurahan 81, Depok,Customer_509,complete,Kelurahan 81,Depok,Alat Simpan
2025-09-19,ORD07263,Customer_1,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,50000,347000,completed,Kelurahan 31, Depok,Customer_1,complete,Kelurahan 31,Depok,Alat Saji
2025-10-09,ORD07833,Customer_1430,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,50000,347000,completed,Kelurahan 199, Depok,Customer_1430,complete,Kelurahan 199,Depok,Alat Saji
2025-12-10,ORD09433,Customer_15,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,50000,347000,completed,Kelurahan 89, Depok,Customer_15,complete,Kelurahan 89,Depok,Alat Simpan
2025-12-23,ORD09790,Customer_3908,Mug Keramik Set 4 pcs,Peralatan Minum,99000,3,0,297000,50000,347000,completed,Kelurahan 198, Depok,Customer_3908,complete,Kelurahan 198,Depok,Alat Saji
2025-12-30,ORD09946,Customer_63,Keranjang Buah Besi,Penyimpanan,99000,3,0,297000,50000,347000,completed,Kelurahan 17, Depok,Customer_63,complete,Kelurahan 17,Depok,Alat Simpan
2025-05-06,ORD03490,Customer_522,Mixer Tangan,Elektronik Dapur,299000,1,0,299000,50000,349000,completed,Kelurahan 24, Depok,Customer_522,complete,Kelurahan 24,Depok,Alat Masak
2025-03-22,ORD02268,Customer_10,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,318000,50000,368000,completed,Kelurahan 54, Depok,Customer_10,complete,Kelurahan 54,Depok,Alat Simpan
2025-04-19,ORD03008,  CUSTOMER_490   ,Wadah Makanan Kedap Udara Set,Penyimpanan,159000,2,0,318000,50000,368000,completed,Kelurahan 177, Depok,Customer_490,complete,Kelurahan 177,Depok,Alat Simpan
2025-10-10,ORD07869,Customer_5650,Panci Kukus 3 Susun,Peralatan Masak,355000,1,0,319500,50000,369500,completed,Kelurahan 13, Depok,Customer_5650,complete,Kelurahan 13,Depok,Alat Masak
2025-03-26,ORD02363,Customer_43,Rak Piring Stainless 2 Susun,Penyimpanan,325000,1,0,325000,50000,375000,completed,Kelurahan 66, Depok,Customer_43,complete,Kelurahan 66,Depok,Alat Simpan
2025-08-04,ORD06005,Customer_5671,Rak Piring Stainless 2 Susun,Penyimpanan,325000,1,0,325000,50000,375000,completed,Kelurahan 33, Depok,Customer_5671,complete,Kelurahan 33,Depok,Alat Simpan
2025-09-06,ORD06928,Customer_4079,Rak Piring Stainless 2 Susun,Penyimpanan,325000,1,0,325000,50000,375000,completed,Kelurahan 199, Depok,Customer_4079,complete,Kelurahan 199,Depok,Alat Simpan
2025-11-14,ORD08788,Customer_3838,Rak Piring Stainless 2 Susun,Penyimpanan,325000,1,0,325000,50000,375000,completed,Kelurahan 97, Depok,Customer_3838,complete,Kelurahan 97,Depok,Alat Simpan
2025-02-12,ORD01217,Customer_3841,French Press 600 ml,Peralatan Minum,169000,2,0,338000,50000,388000,completed,Kelurahan 19, Depok,Customer_3841,complete,Kelurahan 19,Depok,Alat Saji
2025-04-20,ORD03037,Customer_3718,French Press 600 ml,Peralatan Minum,169000,2,0,338000,50000,388000,completed,Kelurahan  58, Depok,Customer_3718,complete,Kelurahan 58,Depok,Alat Saji
2025-09-23,ORD07384,customer_68    ,French Press 600 ml,Peralatan Minum,169000,2,0,338000,50000,388000,completed,Kelurahan 159, Depok,Customer_68,complete,Kelurahan 159,Depok,Alat Saji
2025-10-09,ORD07839,Customer_261,French Press 600 ml,PERALATAN MINUM,169000,2,0,338000,50000,388000,completed,Kelurahan 103, Depok,Customer_261,complete,Kelurahan 103,Depok,Alat Saji
2025-01-29,ORD00795,Customer_3081,Wajan Anti Lengket 24 cm,Peralatan Masak,175000,2,0,350000,50000,400000,completed,Kelurahan 163, Depok,Customer_3081,complete,Kelurahan 163,Depok,Alat Masak
2025-02-07,ORD01026,Customer_3295,Wajan Anti Lengket 24 cm,Peralatan Masak,175000,2,0,350000,50000,400000,completed,Kelurahan 23, Depok,Customer_3295,complete,Kelurahan 23,Depok,Alat Masak
2025-02-24,ORD01546,Customer_624,Wajan Anti Lengket 24 cm,Peralatan Masak,175000,2,0,350000,50000,400000,completed,Kelurahan 74, Depok,Customer_624,complete,Kelurahan 74,Depok,Alat Masak
